subject_id,record_stem,session_id,activity,window_start,window_end,window_mid,rgb_true_hazard,gate_open,gate_open_raw,smoothed_log_likelihood,smoothed_anomaly_score,image_full_path,has_rgb_frame
s01,01_2,session02,playing video game,7.5,12.5,10.0,1,1,1,-8.238362555408518,8.238362555408518,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,7.5,12.5,10.0,1,1,0,-7.848628663053965,7.848628663053965,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,10.0,15.0,12.5,1,1,1,-9.304157054268595,9.304157054268595,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,10.0,15.0,12.5,1,1,1,-9.349738652071517,9.349738652071517,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,10.0,15.0,12.5,1,1,1,-11.681551296682953,11.681551296682953,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,10.0,15.0,12.5,1,1,1,-10.575138366344754,10.575138366344754,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,12.5,17.5,15.0,1,1,1,-10.698727836805844,10.698727836805844,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,12.5,17.5,15.0,1,1,1,-8.537502765869194,8.537502765869194,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,12.5,17.5,15.0,1,1,1,-8.95716385352807,8.95716385352807,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,12.5,17.5,15.0,1,1,1,-8.836501555281059,8.836501555281059,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,15.0,20.0,17.5,1,1,1,-9.676292154386509,9.676292154386509,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,15.0,20.0,17.5,1,1,1,-10.79296394590797,10.79296394590797,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,15.0,20.0,17.5,1,1,1,-12.483431110975745,12.483431110975745,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,15.0,20.0,17.5,1,1,1,-11.779696433015198,11.779696433015198,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,17.5,22.5,20.0,1,1,1,-9.900798747486391,9.900798747486391,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,17.5,22.5,20.0,1,1,1,-9.327873831766931,9.327873831766931,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,17.5,22.5,20.0,1,1,1,-10.37795281490309,10.37795281490309,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,17.5,22.5,20.0,1,1,1,-11.155718297616403,11.155718297616403,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,20.0,25.0,22.5,1,1,1,-10.630039592408655,10.630039592408655,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,20.0,25.0,22.5,1,1,1,-9.353809739209426,9.353809739209426,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,20.0,25.0,22.5,1,1,1,-8.808477244759262,8.808477244759262,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,20.0,25.0,22.5,1,1,1,-8.338978633076131,8.338978633076131,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,22.5,27.5,25.0,1,1,1,-8.670338621331672,8.670338621331672,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,22.5,27.5,25.0,1,1,1,-10.997722366933758,10.997722366933758,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,22.5,27.5,25.0,1,1,1,-12.560845051814981,12.560845051814981,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,22.5,27.5,25.0,1,1,1,-12.669652128048766,12.669652128048766,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,25.0,30.0,27.5,1,1,1,-10.096728114761534,10.096728114761534,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,25.0,30.0,27.5,1,1,1,-8.396750507135943,8.396750507135943,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,25.0,30.0,27.5,1,1,1,-8.92490295869215,8.92490295869215,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,25.0,30.0,27.5,1,1,1,-9.110765031071631,9.110765031071631,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,27.5,32.5,30.0,1,1,1,-8.867952031645183,8.867952031645183,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,27.5,32.5,30.0,1,1,1,-8.358358718475978,8.358358718475978,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,27.5,32.5,30.0,1,1,1,-9.016460230955415,9.016460230955415,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,27.5,32.5,30.0,1,1,1,-9.274676353451925,9.274676353451925,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,30.0,35.0,32.5,1,1,1,-10.970651249159166,10.970651249159166,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,30.0,35.0,32.5,1,1,1,-10.340317696379772,10.340317696379772,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,30.0,35.0,32.5,1,1,1,-10.296097629533442,10.296097629533442,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,30.0,35.0,32.5,1,1,1,-10.837138295792377,10.837138295792377,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,32.5,37.5,35.0,1,1,1,-11.48251872073198,11.48251872073198,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,32.5,37.5,35.0,1,1,1,-12.781934099162632,12.781934099162632,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,32.5,37.5,35.0,1,1,1,-10.180533035532898,10.180533035532898,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,32.5,37.5,35.0,1,1,1,-10.622083045322595,10.622083045322595,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,playing video game,35.0,40.0,37.5,1,1,1,-9.329236564750737,9.329236564750737,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,35.0,40.0,37.5,1,1,1,-10.821739880615189,10.821739880615189,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,35.0,40.0,37.5,1,1,1,-9.708952882114474,9.708952882114474,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,35.0,40.0,37.5,1,1,1,-10.04103891876661,10.04103891876661,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,37.5,42.5,40.0,1,1,1,-8.74192400619086,8.74192400619086,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,37.5,42.5,40.0,1,1,1,-9.412929408550331,9.412929408550331,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,37.5,42.5,40.0,1,1,1,-8.87211160115073,8.87211160115073,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,playing video game,37.5,42.5,40.0,1,1,1,-8.893524449341646,8.893524449341646,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Playing video game/camera_1_fps_15/01_2_02950.jpg,1
s01,01_2,session02,watching tv,40.0,45.0,42.5,1,1,1,-8.896823844053971,8.896823844053971,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,40.0,45.0,42.5,1,1,1,-8.898466755196436,8.898466755196436,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,42.5,47.5,45.0,1,1,1,-10.202487905713767,10.202487905713767,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,42.5,47.5,45.0,1,1,1,-9.89660032941024,9.89660032941024,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,45.0,50.0,47.5,1,1,1,-12.424528955664153,12.424528955664153,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,45.0,50.0,47.5,1,1,1,-12.866846052206506,12.866846052206506,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,47.5,52.5,50.0,1,1,1,-14.339072255524139,14.339072255524139,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,47.5,52.5,50.0,1,1,1,-14.390215992974506,14.390215992974506,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,50.0,55.0,52.5,1,1,1,-14.573767329836985,14.573767329836985,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,50.0,55.0,52.5,1,1,1,-15.197965267868094,15.197965267868094,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,52.5,57.5,55.0,1,1,1,-15.282219083408252,15.282219083408252,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,52.5,57.5,55.0,1,1,1,-15.28760552815588,15.28760552815588,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,55.0,60.0,57.5,1,1,1,-12.618721488017954,12.618721488017954,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,55.0,60.0,57.5,1,1,1,-10.80434054298302,10.80434054298302,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,57.5,62.5,60.0,1,1,1,-11.14635867959016,11.14635867959016,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,57.5,62.5,60.0,1,1,1,-13.06694168772291,13.06694168772291,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,60.0,65.0,62.5,1,1,1,-12.84577230501372,12.84577230501372,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,60.0,65.0,62.5,1,1,1,-11.94509028147224,11.94509028147224,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,62.5,67.5,65.0,1,1,1,-10.68670473939305,10.68670473939305,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,62.5,67.5,65.0,1,1,1,-11.673761625703301,11.673761625703301,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,65.0,70.0,67.5,1,1,1,-10.047720084176333,10.047720084176333,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,65.0,70.0,67.5,1,1,1,-10.17213633458086,10.17213633458086,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,67.5,72.5,70.0,1,1,1,-10.19216862220127,10.19216862220127,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,67.5,72.5,70.0,1,1,1,-10.820914949719567,10.820914949719567,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,70.0,75.0,72.5,1,1,1,-10.88378549005788,10.88378549005788,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,70.0,75.0,72.5,1,1,1,-9.197365532479091,9.197365532479091,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,72.5,77.5,75.0,1,1,1,-8.516361525302864,8.516361525302864,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,72.5,77.5,75.0,1,1,0,-7.867481789712337,7.867481789712337,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,75.0,80.0,77.5,1,1,1,-8.134907602919448,8.134907602919448,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s01,01_2,session02,watching tv,75.0,80.0,77.5,1,1,1,-8.398081395153975,8.398081395153975,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/01_2_01220.jpg,1
s02,02_1,session01,reading,0.0,5.0,2.5,0,1,1,-8.999072568849021,8.999072568849021,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Reading/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,misc,0.0,5.0,2.5,0,1,1,-9.965482348900338,9.965482348900338,,0
s02,02_1,session01,working on a computer,0.0,5.0,2.5,0,1,1,-10.532451525830705,10.532451525830705,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Working on a computer/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,misc,0.0,5.0,2.5,0,1,1,-11.015425944205335,11.015425944205335,,0
s02,02_1,session01,writing,0.0,5.0,2.5,0,1,1,-10.324097254644052,10.324097254644052,,0
s02,02_1,session01,playing video game,0.0,5.0,2.5,1,1,1,-9.5174174628807,9.5174174628807,,0
s02,02_1,session01,watching tv,0.0,5.0,2.5,1,1,1,-9.580537094703546,9.580537094703546,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,exercising,0.0,5.0,2.5,1,1,1,-13.590110239255347,13.590110239255347,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Exercising/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,carrying object,0.0,5.0,2.5,1,1,1,-14.680710412892218,14.680710412892218,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Carrying object/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,sleeping,0.0,5.0,2.5,1,1,1,-15.174992916166437,15.174992916166437,,0
s02,02_1,session01,watching tv,0.0,5.0,2.5,1,1,1,-11.733363445973628,11.733363445973628,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/02_1_00038.jpg,1
s02,02_1,session01,writing,2.5,7.5,5.0,0,1,1,-10.697078229682736,10.697078229682736,,0
s02,02_1,session01,misc,2.5,7.5,5.0,0,1,1,-9.96382872909659,9.96382872909659,,0
s02,02_1,session01,working on a computer,2.5,7.5,5.0,0,1,1,-9.92182759784992,9.92182759784992,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Working on a computer/camera_1_fps_15/02_1_00075.jpg,1
s02,02_1,session01,misc,2.5,7.5,5.0,0,1,1,-10.57789496196595,10.57789496196595,,0
s02,02_1,session01,watching tv,2.5,7.5,5.0,1,1,1,-11.012228820051051,11.012228820051051,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/02_1_00075.jpg,1
s02,02_1,session01,carrying object,2.5,7.5,5.0,1,1,1,-11.571196783987189,11.571196783987189,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Carrying object/camera_1_fps_15/02_1_00075.jpg,1
s02,02_1,session01,exercising,2.5,7.5,5.0,1,1,1,-15.485786089459824,15.485786089459824,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Exercising/camera_1_fps_15/02_1_00075.jpg,1
s02,02_1,session01,sleeping,2.5,7.5,5.0,1,1,1,-15.661670930778428,15.661670930778428,,0
s02,02_1,session01,watching tv,2.5,7.5,5.0,1,1,1,-15.175459735346086,15.175459735346086,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Watching TV/camera_1_fps_15/02_1_00075.jpg,1
s02,02_1,session01,writing,5.0,10.0,7.5,0,1,1,-10.753376554349375,10.753376554349375,,0
s02,02_1,session01,working on a computer,5.0,10.0,7.5,0,1,1,-10.400993286337917,10.400993286337917,/storage/ice1/shared/d-pace_community/makerspace-datasets/VIDEO/DARai/RGB_compressed/Working on a computer/camera_1_fps_15/02_1_00112.jpg,1
s02,02_1,session01,sleeping,5.0,10.0,7.5,1,1,1,-10.087743345924594,10.087743345924594,,0
